person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26,female,high school,133476.0,0,rent,25000.0,personal,11.01,0.19,2.0,641,yes,0
23,female,associate,19312.0,4,mortgage,2800.0,personal,8.49,0.14,3.0,661,no,1
25,male,high school,192351.0,1,rent,30000.0,personal,17.27,0.16,4.0,577,no,1
24,male,bachelor,206648.0,4,rent,18000.0,debtconsolidation,8.9,0.09,4.0,537,yes,0
25,female,high school,205046.0,6,mortgage,10000.0,medical,11.11,0.05,4.0,646,yes,0
24,male,high school,190735.0,1,rent,25000.0,homeimprovement,14.59,0.13,2.0,653,no,1
26,female,associate,204872.0,3,rent,13000.0,venture,12.42,0.06,3.0,654,no,0
24,male,associate,100758.0,0,rent,25000.0,medical,11.01,0.25,2.0,635,no,1
24,female,master,133231.0,3,rent,25000.0,homeimprovement,15.7,0.19,2.0,675,yes,0
22,female,master,18923.0,0,own,2500.0,homeimprovement,12.53,0.13,3.0,618,no,1
25,female,master,161894.0,0,rent,5000.0,medical,16.49,0.03,2.0,609,no,1
25,female,bachelor,205144.0,0,mortgage,20000.0,education,7.49,0.1,2.0,545,yes,0
22,female,high school,121617.0,2,rent,25000.0,debtconsolidation,14.96,0.21,2.0,629,no,1
25,male,associate,136206.0,6,rent,25000.0,medical,12.73,0.18,4.0,539,no,0
24,male,master,144915.0,4,rent,25000.0,education,10.65,0.17,4.0,593,yes,0
25,female,high school,145233.0,3,rent,25000.0,medical,10.74,0.17,2.0,683,no,0
23,male,bachelor,145002.0,1,rent,25000.0,education,9.99,0.17,2.0,670,yes,0
24,male,master,110953.0,0,rent,25000.0,medical,15.33,0.23,2.0,662,no,1
21,female,high school,19414.0,2,own,1000.0,venture,7.29,0.05,4.0,681,yes,0
26,male,high school,130096.0,1,rent,25000.0,personal,15.05,0.19,3.0,636,no,1
26,male,master,157292.0,0,rent,25000.0,personal,10.75,0.16,3.0,677,yes,0
23,female,bachelor,156995.0,3,rent,25000.0,education,16.02,0.16,2.0,656,yes,0
23,female,associate,156952.0,0,rent,25000.0,venture,11.49,0.16,4.0,674,yes,0
25,female,associate,205005.0,6,own,20000.0,education,12.53,0.1,4.0,587,no,0
26,female,bachelor,205060.0,2,mortgage,12000.0,venture,13.57,0.06,2.0,658,no,0
22,male,high school,203782.0,4,rent,14000.0,personal,11.14,0.07,3.0,581,yes,0
26,male,high school,203368.0,3,rent,24250.0,medical,12.87,0.12,3.0,606,yes,0
23,female,associate,203403.0,0,rent,20000.0,education,11.58,0.1,3.0,648,no,0
24,female,associate,202715.0,3,rent,1800.0,homeimprovement,11.12,0.01,3.0,563,yes,0
25,female,master,202525.0,1,mortgage,35000.0,personal,10.65,0.17,2.0,589,yes,0
24,male,associate,161487.0,1,rent,25000.0,debtconsolidation,10.37,0.15,2.0,641,no,0
24,male,associate,19677.0,3,own,3300.0,homeimprovement,6.39,0.17,4.0,637,no,1
24,male,high school,161952.0,2,rent,25000.0,personal,16.07,0.15,3.0,578,yes,0
25,female,bachelor,161560.0,0,rent,25000.0,medical,10.62,0.15,2.0,660,yes,0
25,male,high school,19423.0,3,own,3200.0,venture,18.09,0.16,2.0,586,no,1
25,male,associate,163134.0,5,rent,25000.0,education,11.36,0.15,4.0,567,yes,0
26,female,bachelor,163683.0,5,rent,25000.0,debtconsolidation,12.53,0.15,4.0,582,yes,0
25,female,bachelor,174972.0,3,rent,25000.0,education,9.99,0.14,4.0,712,yes,0
23,male,high school,181016.0,4,rent,25000.0,education,10.36,0.14,3.0,674,no,0
23,female,master,198920.0,0,mortgage,9600.0,education,5.99,0.05,3.0,532,yes,0
22,female,master,184800.0,1,mortgage,24000.0,debtconsolidation,15.62,0.13,2.0,670,no,1
24,male,master,198862.0,6,mortgage,20000.0,personal,10.37,0.1,4.0,658,no,0
25,male,associate,199407.0,0,mortgage,25000.0,homeimprovement,19.74,0.13,4.0,669,no,0
21,male,bachelor,198803.0,0,mortgage,20000.0,education,6.91,0.1,4.0,681,yes,0
23,male,associate,20044.0,3,own,6000.0,medical,7.9,0.3,2.0,618,no,1
23,female,bachelor,20401.0,4,mortgage,2275.0,debtconsolidation,13.06,0.11,4.0,573,yes,0
23,female,high school,19859.0,0,own,2000.0,personal,6.39,0.1,3.0,491,yes,0
23,male,master,178660.0,2,rent,25000.0,debtconsolidation,14.93,0.14,3.0,590,no,1
23,female,high school,20421.0,0,mortgage,5600.0,medical,12.84,0.27,4.0,587,no,1
24,male,master,20353.0,2,own,3625.0,venture,17.14,0.18,2.0,648,no,1
22,male,master,20297.0,0,mortgage,5500.0,venture,7.14,0.27,3.0,687,no,1
25,male,bachelor,210932.0,0,rent,25000.0,personal,8.9,0.12,2.0,621,no,0
22,female,high school,20405.0,0,own,2000.0,personal,12.42,0.1,3.0,590,yes,0
24,male,associate,223194.0,0,rent,25000.0,homeimprovement,12.68,0.11,2.0,676,yes,0
25,female,associate,195560.0,0,rent,25000.0,personal,11.03,0.13,2.0,677,yes,0
26,male,bachelor,194140.0,6,rent,30000.0,venture,7.9,0.15,4.0,651,yes,0
22,male,high school,193337.0,0,mortgage,35000.0,medical,10.65,0.18,4.0,602,yes,0
25,male,high school,270992.0,2,rent,25000.0,venture,11.86,0.09,4.0,652,no,0
25,male,associate,20221.0,5,own,5000.0,personal,8.94,0.25,4.0,572,no,1
23,male,bachelor,20678.0,0,own,4375.0,venture,9.63,0.21,4.0,528,no,1
25,female,high school,60742.0,3,rent,24750.0,personal,14.22,0.41,3.0,638,no,1
23,female,high school,72805.0,2,rent,24750.0,debtconsolidation,9.33,0.34,3.0,655,no,1
24,male,master,102011.0,3,rent,24500.0,medical,13.85,0.24,4.0,627,yes,0
22,male,high school,20896.0,0,mortgage,2000.0,education,10.65,0.1,2.0,596,no,0
24,female,bachelor,111283.0,0,rent,24500.0,medical,11.46,0.22,4.0,694,no,0
23,female,associate,192873.0,0,mortgage,35000.0,personal,7.66,0.18,2.0,684,yes,0
24,female,bachelor,193174.0,0,mortgage,12000.0,venture,16.77,0.06,4.0,547,no,0
25,female,bachelor,193249.0,0,mortgage,12000.0,personal,9.63,0.06,4.0,586,yes,0
26,female,bachelor,192954.0,5,rent,25000.0,personal,12.23,0.13,4.0,694,no,0
25,male,master,152227.0,2,mortgage,10000.0,medical,14.09,0.07,4.0,639,no,1
25,female,bachelor,65399.0,0,rent,24250.0,personal,13.98,0.37,4.0,663,no,1
23,female,high school,75928.0,4,rent,24250.0,education,10.62,0.32,4.0,528,no,1
24,male,bachelor,21627.0,0,mortgage,3900.0,debtconsolidation,11.01,0.18,3.0,636,no,1
25,male,high school,83235.0,3,rent,24250.0,personal,17.56,0.29,4.0,603,no,1
26,male,high school,68297.0,3,rent,24250.0,medical,14.96,0.36,2.0,507,no,1
22,male,master,89977.0,3,rent,24250.0,debtconsolidation,15.65,0.27,2.0,692,no,1
24,female,associate,79510.0,2,rent,24250.0,medical,15.7,0.3,2.0,604,no,1
24,female,bachelor,109050.0,5,rent,24250.0,venture,12.53,0.22,3.0,622,no,0
26,female,bachelor,94635.0,2,rent,24250.0,homeimprovement,17.56,0.26,3.0,643,no,1
23,male,high school,120966.0,0,rent,24250.0,personal,12.87,0.2,2.0,565,no,0
23,male,master,124437.0,0,rent,24250.0,personal,15.7,0.19,2.0,718,yes,0
25,male,bachelor,193147.0,3,mortgage,9000.0,education,11.01,0.05,3.0,625,yes,0
25,male,bachelor,192914.0,0,own,15000.0,venture,11.14,0.08,4.0,614,yes,0
24,female,bachelor,192806.0,2,mortgage,20000.0,venture,16.0,0.1,3.0,690,yes,0
23,male,high school,193097.0,0,mortgage,25000.0,education,15.65,0.13,2.0,564,yes,0
26,female,associate,193082.0,5,mortgage,13750.0,debtconsolidation,11.01,0.07,4.0,579,yes,0
21,female,high school,192841.0,1,mortgage,15250.0,venture,15.31,0.08,4.0,648,no,0
25,male,master,193300.0,3,mortgage,20000.0,venture,13.47,0.1,2.0,531,yes,0
22,male,associate,21205.0,0,mortgage,4750.0,homeimprovement,13.85,0.22,2.0,658,no,1
25,female,bachelor,135292.0,3,rent,24250.0,personal,11.01,0.18,3.0,574,no,0
21,male,high school,21363.0,2,mortgage,6000.0,venture,10.39,0.28,4.0,671,no,1
25,male,high school,139035.0,7,rent,24250.0,homeimprovement,11.36,0.17,2.0,633,no,0
23,male,high school,173511.0,0,rent,24250.0,education,11.83,0.14,3.0,631,yes,0
23,male,associate,345520.0,0,rent,24250.0,education,12.53,0.07,3.0,652,yes,0
22,female,bachelor,130762.0,3,rent,24150.0,homeimprovement,14.96,0.18,3.0,683,no,1
22,female,bachelor,52596.0,0,rent,24000.0,debtconsolidation,13.85,0.46,3.0,693,no,1
23,female,bachelor,57326.0,2,rent,24000.0,venture,11.58,0.42,4.0,603,no,1
24,female,high school,58262.0,1,rent,24000.0,venture,16.29,0.41,2.0,522,no,1
26,female,high school,58620.0,4,rent,24000.0,medical,11.01,0.41,3.0,664,no,1
21,female,master,55113.0,0,rent,24000.0,education,16.29,0.44,2.0,645,no,1
25,male,bachelor,63361.0,2,rent,24000.0,personal,10.74,0.38,2.0,592,no,1
22,female,associate,22107.0,4,mortgage,2250.0,education,15.27,0.1,3.0,636,yes,0
24,female,bachelor,57356.0,3,rent,24000.0,personal,17.8,0.42,2.0,672,no,1
22,female,bachelor,21790.0,0,mortgage,1000.0,venture,11.36,0.05,2.0,686,yes,0
22,female,high school,59680.0,0,rent,24000.0,medical,17.56,0.4,4.0,590,no,1
26,female,master,72720.0,2,rent,24000.0,personal,7.9,0.33,4.0,636,no,1
25,female,high school,73024.0,5,rent,24000.0,personal,10.99,0.33,4.0,580,no,1
22,male,bachelor,73110.0,0,rent,24000.0,personal,7.29,0.33,3.0,674,no,1
21,female,associate,72902.0,0,rent,24000.0,medical,10.75,0.33,2.0,601,no,1
26,female,high school,75416.0,4,rent,24000.0,debtconsolidation,7.9,0.32,3.0,620,no,1
22,male,master,75959.0,0,rent,24000.0,education,14.84,0.32,2.0,642,no,1
26,male,associate,79222.0,7,rent,24000.0,debtconsolidation,11.01,0.3,2.0,616,no,1
22,female,associate,21824.0,0,mortgage,4975.0,education,11.01,0.23,3.0,588,no,1
23,male,high school,71875.0,1,rent,24000.0,debtconsolidation,19.69,0.33,2.0,585,no,1
23,male,bachelor,80313.0,1,rent,24000.0,venture,11.01,0.3,4.0,632,no,1
24,male,high school,72647.0,5,rent,24000.0,venture,14.96,0.33,4.0,556,no,1
25,male,bachelor,80492.0,4,rent,24000.0,education,6.99,0.3,3.0,602,no,1
22,male,high school,75646.0,0,rent,24000.0,personal,16.45,0.32,4.0,639,no,1
24,male,associate,85223.0,3,rent,24000.0,education,10.99,0.28,4.0,603,no,1
23,male,associate,89735.0,2,rent,24000.0,debtconsolidation,10.99,0.27,2.0,689,no,1
22,male,high school,22364.0,4,own,3000.0,personal,7.9,0.13,4.0,672,no,1
22,female,master,90780.0,2,rent,24000.0,education,12.69,0.26,4.0,499,no,1
24,male,bachelor,90889.0,1,rent,24000.0,medical,10.37,0.26,3.0,643,no,1
24,male,bachelor,90911.0,2,rent,24000.0,homeimprovement,11.01,0.26,3.0,589,no,1
26,male,master,83953.0,2,rent,24000.0,debtconsolidation,15.83,0.29,3.0,646,no,1
23,male,associate,94644.0,1,rent,24000.0,personal,13.92,0.25,3.0,613,no,1
22,female,high school,22616.0,0,own,2000.0,venture,11.49,0.09,3.0,567,no,0
24,female,bachelor,96989.0,4,rent,24000.0,medical,10.25,0.25,2.0,603,no,0
22,female,associate,22867.0,3,own,3500.0,homeimprovement,7.49,0.15,4.0,647,no,1
23,female,master,22583.0,1,own,4000.0,education,5.99,0.18,2.0,645,no,1
23,female,bachelor,90900.0,0,rent,24000.0,personal,12.92,0.26,2.0,672,no,1
26,female,master,107641.0,6,rent,24000.0,personal,11.58,0.22,3.0,648,no,0
25,male,high school,114870.0,4,rent,24000.0,education,8.9,0.21,2.0,653,no,0
22,male,bachelor,100479.0,0,rent,24000.0,debtconsolidation,19.69,0.24,3.0,590,no,1
25,female,master,114958.0,2,rent,24000.0,venture,6.54,0.21,4.0,704,yes,0
21,female,master,22882.0,0,own,4900.0,homeimprovement,14.54,0.21,4.0,674,no,1
21,female,bachelor,22392.0,0,own,5000.0,education,11.11,0.22,2.0,594,no,1
26,female,high school,120498.0,5,rent,24000.0,personal,12.73,0.2,4.0,626,no,0
24,female,master,132873.0,2,rent,24000.0,venture,15.62,0.18,4.0,701,yes,0
24,male,associate,22635.0,3,own,6250.0,homeimprovement,6.54,0.28,4.0,602,no,1
22,female,associate,118299.0,0,rent,24000.0,debtconsolidation,11.01,0.2,2.0,503,no,1
26,female,associate,125665.0,5,rent,24000.0,debtconsolidation,20.0,0.19,4.0,657,no,1
22,female,high school,144904.0,0,rent,24000.0,education,9.91,0.17,4.0,638,no,0
24,female,bachelor,144882.0,2,rent,24000.0,venture,12.69,0.17,4.0,646,yes,0
26,male,associate,130649.0,4,rent,24000.0,education,20.0,0.18,3.0,678,no,1
24,male,master,149622.0,4,rent,24000.0,personal,16.49,0.16,4.0,684,yes,0
23,male,bachelor,22957.0,1,mortgage,2500.0,medical,15.95,0.11,2.0,594,no,1
24,male,master,157225.0,1,rent,24000.0,debtconsolidation,11.49,0.15,3.0,538,yes,0
25,female,bachelor,163004.0,3,rent,24000.0,personal,10.99,0.15,2.0,662,no,0
24,male,high school,163035.0,2,rent,24000.0,homeimprovement,13.79,0.15,2.0,636,yes,0
23,male,master,138731.0,0,rent,24000.0,medical,20.0,0.17,3.0,613,no,1
23,female,associate,180804.0,1,rent,24000.0,education,7.49,0.13,4.0,573,yes,0
23,male,master,166378.0,0,rent,24000.0,debtconsolidation,16.0,0.14,2.0,714,no,1
24,male,associate,22684.0,0,own,13000.0,personal,7.88,0.57,3.0,640,no,1
21,male,bachelor,22366.0,0,own,6250.0,venture,10.62,0.28,4.0,637,no,1
26,female,high school,187161.0,7,rent,24000.0,debtconsolidation,10.99,0.13,4.0,633,yes,0
26,male,bachelor,178439.0,0,rent,24000.0,education,18.3,0.13,2.0,615,no,1
26,male,bachelor,204962.0,2,rent,24000.0,debtconsolidation,11.01,0.12,2.0,552,yes,0
21,male,bachelor,22673.0,0,own,2500.0,personal,11.36,0.11,3.0,670,yes,0
24,male,associate,53633.0,4,rent,23975.0,homeimprovement,11.01,0.45,2.0,678,no,1
23,female,master,144983.0,2,rent,23750.0,medical,13.47,0.16,2.0,676,no,0
24,female,high school,67032.0,2,rent,23600.0,personal,11.89,0.35,3.0,624,no,1
24,male,high school,22664.0,0,mortgage,10000.0,debtconsolidation,12.18,0.44,2.0,649,no,1
25,male,high school,123299.0,0,rent,23600.0,debtconsolidation,13.49,0.19,4.0,555,yes,0
23,female,associate,91275.0,0,rent,23575.0,personal,14.5,0.26,4.0,613,no,1
22,male,bachelor,22564.0,1,own,4000.0,medical,11.01,0.18,2.0,684,no,1
22,male,bachelor,22786.0,0,own,5400.0,medical,15.31,0.24,2.0,647,no,1
25,male,high school,22450.0,4,mortgage,4000.0,medical,11.01,0.18,3.0,580,no,1
21,female,bachelor,22666.0,0,own,3375.0,venture,11.01,0.15,2.0,630,no,1
22,male,bachelor,81701.0,1,rent,23400.0,venture,7.49,0.29,2.0,589,no,1
22,male,high school,52984.0,0,rent,23000.0,personal,11.01,0.43,3.0,621,no,1
25,female,master,68579.0,1,rent,23000.0,education,11.01,0.34,2.0,665,no,1
23,female,bachelor,73014.0,0,rent,23000.0,venture,12.18,0.32,4.0,668,no,1
24,female,bachelor,22608.0,2,mortgage,1200.0,venture,11.34,0.05,4.0,615,yes,0
25,female,high school,76932.0,2,rent,23000.0,education,9.91,0.3,3.0,604,no,1
24,male,high school,78955.0,1,rent,23000.0,homeimprovement,11.99,0.29,4.0,620,no,1
23,male,master,82567.0,0,rent,23000.0,education,9.62,0.28,2.0,558,no,1
22,male,bachelor,22466.0,0,own,3000.0,debtconsolidation,9.96,0.13,3.0,603,no,1
25,male,bachelor,97251.0,2,rent,23000.0,venture,11.01,0.24,2.0,683,yes,0
24,male,associate,106607.0,1,rent,23000.0,venture,14.54,0.22,2.0,641,no,1
22,male,bachelor,71385.0,0,rent,22750.0,medical,11.36,0.32,4.0,521,no,1
23,female,bachelor,84865.0,3,rent,22500.0,debtconsolidation,14.27,0.27,2.0,655,no,1
24,male,bachelor,22789.0,1,own,3000.0,homeimprovement,11.99,0.13,3.0,663,no,1
26,female,bachelor,84801.0,4,rent,22500.0,education,18.99,0.27,2.0,605,no,1
24,male,bachelor,88421.0,4,rent,22400.0,venture,16.7,0.25,4.0,708,no,1
24,male,high school,23071.0,3,mortgage,5000.0,personal,9.32,0.22,3.0,571,no,1
23,male,bachelor,43042.0,1,rent,22250.0,debtconsolidation,12.69,0.52,3.0,678,no,1
25,female,high school,53119.0,1,rent,22000.0,homeimprovement,13.11,0.41,2.0,597,no,1
25,male,bachelor,63311.0,1,rent,22000.0,personal,10.74,0.35,2.0,689,no,1
21,male,bachelor,23597.0,0,mortgage,4200.0,personal,14.11,0.18,4.0,675,no,1
22,female,high school,69308.0,1,rent,22000.0,education,9.63,0.32,3.0,591,no,1
25,female,high school,70598.0,5,rent,22000.0,medical,14.65,0.31,2.0,616,no,1
23,female,high school,73044.0,0,rent,22000.0,debtconsolidation,10.25,0.3,4.0,640,no,1
24,male,bachelor,73043.0,0,rent,22000.0,venture,14.26,0.3,2.0,593,no,1
25,female,bachelor,23627.0,4,mortgage,3000.0,education,9.91,0.13,2.0,649,no,1
26,male,bachelor,68198.0,4,rent,22000.0,medical,17.19,0.32,3.0,645,no,1
22,female,high school,85089.0,0,rent,22000.0,education,11.36,0.26,4.0,537,no,1
22,female,bachelor,80358.0,0,rent,22000.0,education,11.01,0.27,2.0,635,no,1
23,female,bachelor,90025.0,0,rent,22000.0,debtconsolidation,10.59,0.24,3.0,640,yes,0
24,female,master,93232.0,2,rent,22000.0,education,9.25,0.24,2.0,625,no,0
22,female,master,23497.0,0,own,3625.0,medical,8.49,0.15,3.0,557,no,1
26,male,associate,93314.0,8,rent,22000.0,venture,6.54,0.24,3.0,643,no,0
21,female,associate,23543.0,0,own,6000.0,medical,8.49,0.25,3.0,631,no,1
24,male,bachelor,97038.0,0,rent,22000.0,medical,11.01,0.23,4.0,653,yes,0
26,female,associate,100246.0,1,rent,22000.0,venture,12.69,0.22,2.0,623,yes,0
24,female,bachelor,23667.0,3,own,7400.0,medical,13.85,0.31,2.0,662,no,1
25,male,associate,23719.0,2,own,4000.0,debtconsolidation,7.4,0.17,3.0,667,no,1
23,male,high school,101575.0,1,rent,22000.0,debtconsolidation,11.71,0.22,4.0,586,no,0
25,female,master,94168.0,3,rent,22000.0,personal,11.48,0.23,3.0,719,no,1
25,male,master,99394.0,1,rent,22000.0,education,17.51,0.22,2.0,646,no,1
21,male,high school,23504.0,0,mortgage,3500.0,debtconsolidation,14.61,0.15,3.0,646,no,1
23,male,bachelor,120500.0,3,rent,22000.0,debtconsolidation,7.88,0.18,4.0,646,no,0
23,female,bachelor,133195.0,1,rent,22000.0,personal,11.01,0.17,3.0,643,yes,0
22,male,bachelor,24148.0,1,mortgage,4950.0,personal,11.71,0.2,2.0,594,no,1
25,male,bachelor,69353.0,1,rent,21700.0,personal,11.99,0.31,2.0,664,no,1
24,male,high school,65946.0,0,rent,21600.0,venture,13.49,0.33,2.0,605,no,1
23,female,high school,68677.0,0,rent,21600.0,medical,20.0,0.31,4.0,646,no,1
26,female,associate,76687.0,3,rent,21600.0,debtconsolidation,14.35,0.28,3.0,655,no,1
22,female,bachelor,99087.0,0,rent,21600.0,personal,13.61,0.22,3.0,597,no,0
22,male,high school,94523.0,0,rent,21600.0,debtconsolidation,11.26,0.23,3.0,679,no,1
22,female,high school,24092.0,0,own,2400.0,venture,10.59,0.1,3.0,654,no,0
24,female,bachelor,135365.0,1,rent,21600.0,medical,7.9,0.16,2.0,556,no,0
24,male,associate,24420.0,2,mortgage,7000.0,homeimprovement,5.99,0.29,4.0,694,no,1
25,male,high school,23948.0,3,own,3000.0,education,11.99,0.13,4.0,587,no,1
24,female,associate,71718.0,2,rent,21500.0,medical,16.89,0.3,3.0,620,no,1
24,female,master,84999.0,0,rent,21500.0,homeimprovement,9.99,0.25,3.0,701,no,1
24,female,high school,140396.0,4,rent,21500.0,education,15.33,0.15,3.0,572,yes,0
25,male,high school,73404.0,4,rent,21450.0,education,7.29,0.29,4.0,671,no,1
22,male,high school,38473.0,0,rent,21250.0,debtconsolidation,12.42,0.55,3.0,599,no,1
25,male,associate,57546.0,3,rent,21250.0,venture,10.99,0.37,2.0,610,no,1
25,male,bachelor,62422.0,4,rent,21250.0,venture,6.91,0.34,2.0,588,no,1
22,male,bachelor,23993.0,1,mortgage,5000.0,debtconsolidation,14.17,0.21,2.0,691,no,1
22,male,high school,64732.0,0,rent,21250.0,medical,10.25,0.33,3.0,645,no,1
26,male,associate,23955.0,2,own,9250.0,education,11.01,0.39,2.0,618,no,1
24,male,bachelor,68154.0,2,rent,21250.0,venture,15.95,0.31,3.0,672,no,1
24,female,associate,79138.0,2,rent,21250.0,education,15.95,0.27,4.0,650,no,1
21,male,high school,42536.0,0,rent,21000.0,venture,12.53,0.49,4.0,687,no,1
22,male,associate,23888.0,0,mortgage,1400.0,homeimprovement,14.91,0.06,4.0,535,no,1
23,male,associate,24013.0,0,mortgage,3000.0,medical,11.01,0.12,4.0,604,no,1
26,female,bachelor,48929.0,6,rent,21000.0,medical,6.54,0.43,4.0,601,no,1
25,female,associate,24121.0,1,own,1000.0,venture,11.01,0.04,3.0,612,yes,0
26,male,bachelor,51379.0,5,rent,21000.0,medical,17.26,0.41,4.0,666,no,1
23,male,high school,76364.0,0,rent,21000.0,medical,11.36,0.27,2.0,645,no,1
26,male,bachelor,24297.0,3,mortgage,4000.0,venture,7.51,0.16,4.0,678,no,1
22,female,bachelor,71599.0,0,rent,21000.0,personal,10.71,0.29,3.0,644,no,1
22,male,associate,85496.0,1,rent,21000.0,personal,13.98,0.25,4.0,614,yes,0
26,female,associate,79163.0,3,rent,21000.0,debtconsolidation,14.09,0.27,3.0,627,no,1
22,male,master,90944.0,0,rent,21000.0,education,10.0,0.23,3.0,523,yes,0
22,female,master,23973.0,0,mortgage,5000.0,medical,15.33,0.21,3.0,571,no,1
25,female,high school,75181.0,4,rent,21000.0,medical,16.32,0.28,4.0,546,no,1
24,female,associate,95767.0,2,rent,21000.0,homeimprovement,7.9,0.22,2.0,640,no,0
23,female,master,96788.0,1,rent,21000.0,medical,11.99,0.22,3.0,648,yes,0
24,male,high school,101708.0,2,rent,21000.0,medical,10.75,0.21,4.0,593,no,0
26,male,associate,103023.0,4,rent,21000.0,homeimprovement,13.92,0.2,3.0,658,yes,0
22,male,bachelor,113027.0,2,rent,21000.0,education,9.91,0.19,3.0,701,no,0
26,female,bachelor,98366.0,4,rent,21000.0,education,16.95,0.21,3.0,702,no,1
26,male,associate,117668.0,0,rent,21000.0,education,7.9,0.18,3.0,711,yes,0
26,male,bachelor,117297.0,4,rent,21000.0,education,11.01,0.18,3.0,570,yes,0
25,female,associate,120885.0,4,rent,21000.0,personal,16.49,0.17,3.0,637,no,1
26,female,associate,24183.0,5,other,7500.0,personal,11.97,0.31,2.0,621,no,1
21,male,high school,23664.0,1,mortgage,6250.0,debtconsolidation,6.17,0.26,3.0,637,no,1
26,male,associate,150692.0,7,rent,21000.0,homeimprovement,8.9,0.14,2.0,534,no,0
25,female,high school,151100.0,2,rent,21000.0,education,12.99,0.14,3.0,577,yes,0
23,male,bachelor,99197.0,1,rent,20900.0,personal,12.69,0.21,2.0,638,no,0
21,female,associate,24468.0,0,mortgage,15000.0,education,9.64,0.61,2.0,548,no,1
26,female,high school,61015.0,2,rent,20500.0,venture,7.49,0.34,3.0,676,no,1
23,male,associate,84845.0,0,rent,20500.0,education,13.16,0.24,3.0,641,no,0
22,female,associate,24872.0,0,own,2100.0,education,8.38,0.08,4.0,630,yes,0
23,male,bachelor,65613.0,0,rent,20375.0,personal,7.49,0.31,2.0,518,no,1
26,male,high school,32325.0,4,rent,20050.0,education,9.76,0.62,2.0,652,no,1
24,female,associate,40881.0,0,rent,20000.0,debtconsolidation,10.99,0.49,3.0,600,no,1
23,male,associate,24766.0,0,own,5000.0,personal,11.71,0.2,4.0,649,no,0
22,female,associate,24995.0,0,own,9250.0,personal,10.65,0.37,4.0,576,yes,0
